18519	1
18520	0
18521	0
18522	0
18523	0
18524	0
18525	0
18526	0
18527	1
18528	1
18529	1
18530	0
18531	0
18532	1
18533	1
18534	0
18535	0
18536	1
18537	1
18538	0
18539	0
18540	0
18541	1
18542	0
18543	0
18544	0
18545	0
18546	0
18547	1
18548	0
18549	1
18550	0
18551	0
18552	0
18553	0
18554	0
18555	0
18556	0
18557	1
18558	1
18559	0
18560	0
18561	0
18562	1
18563	0
18564	1
18565	0
18566	0
18567	0
18568	1
18569	1
18570	0
18571	1
18572	0
18573	0
18574	1
18575	1
18576	0
18577	0
18578	0
18579	0
18580	0
18581	0
18582	0
18583	0
18584	1
18585	1
18586	1
18587	1
18588	0
18589	0
18590	0
18591	0
18592	1
18593	1
18594	0
18595	0
18596	1
18597	1
18598	0
18599	0
18600	1
18601	0
18602	0
18603	1
18604	1
18605	0
18606	0
18607	0
18608	1
18609	1
18610	0
18611	0
18612	0
18613	1
18614	1
18615	0
18616	1
18617	0
18618	0
18619	0
18620	0
18621	0
18622	0
18623	1
18624	1
18625	1
18626	0
18627	0
18628	0
18629	0
18630	0
18631	0
18632	0
18633	0
18634	1
18635	0
18636	0
18637	0
18638	0
18639	0
18640	0
18641	1
18642	0
18643	0
18644	0
18645	1
18646	0
18647	0
18648	0
18649	0
18650	0
18651	0
18652	0
18653	0
18654	0
18655	0
18656	0
18657	0
18658	0
18659	0
18660	1
18661	0
18662	0
18663	1
18664	0
18665	1
18666	1
18667	1
18668	0
18669	0
18670	0
18671	0
18672	0
18673	0
18674	0
18675	0
18676	1
18677	0
18678	0
18679	1
18680	0
18681	0
18682	0
18683	0
18684	1
18685	1
18686	0
18687	0
18688	0
18689	0
18690	0
18691	0
18692	0
18693	0
18694	1
18695	0
18696	0
18697	0
18698	0
18699	0
18700	0
18701	1
18702	1
18703	0
18704	0
18705	1
18706	1
18707	0
18708	1
18709	1
18710	0
18711	0
18712	0
18713	1
18714	0
18715	1
18716	0
18717	1
18718	1
18719	0
18720	0
18721	1
18722	1
18723	1
18724	0
18725	0
18726	1
18727	0
18728	1
18729	1
18730	1
18731	0
18732	1
18733	0
18734	0
18735	1
18736	1
18737	0
18738	1
18739	0
18740	0
18741	1
18742	0
18743	1
18744	0
18745	1
18746	1
18747	1
18748	1
18749	1
18750	1
18751	1
18752	1
18753	1
18754	1
18755	0
18756	0
18757	0
18758	1
18759	1
18760	1
18761	0
18762	1
18763	1
18764	1
18765	1
18766	0
18767	1
18768	0
18769	1
18770	1
18771	1
18772	1
18773	0
18774	1
18775	1
18776	1
18777	1
18778	1
18779	0
18780	1
18781	1
18782	0
18783	0
18784	0
18785	1
18786	0
18787	1
18788	1
18789	1
18790	0
18791	0
18792	1
18793	1
18794	1
18795	1
18796	0
18797	0
18798	1
18799	0
18800	1
18801	1
18802	1
18803	0
18804	1
18805	1
18806	1
18807	1
18808	1
18809	0
18810	1
18811	1
18812	1
18813	0
18814	1
18815	0
18816	1
18817	1
18818	0
18819	0
18820	1
18821	0
18822	1
18823	1
18824	1
18825	0
18826	1
18827	0
18828	0
18829	1
18830	1
18831	1
18832	1
18833	0
18834	1
18835	1
18836	1
18837	0
18838	0
18839	0
18840	0
18841	0
18842	0
18843	0
18844	1
18845	1
18846	1
18847	1
18848	1
18849	0
18850	1
18851	1
18852	0
18853	1
18854	1
18855	1
18856	0
18857	0
18858	1
18859	1
18860	0
18861	1
18862	1
18863	0
18864	0
18865	1
18866	1
18867	1
18868	1
18869	1
18870	1
18871	1
18872	1
18873	1
18874	0
18875	0
18876	0
18877	1
18878	1
18879	1
18880	0
18881	1
18882	1
18883	1
18884	1
18885	1
18886	1
18887	1
18888	0
18889	0
18890	0
18891	1
18892	1
18893	1
18894	0
18895	1
18896	1
18897	0
18898	1
18899	1
18900	0
18901	0
18902	1
18903	1
18904	0
18905	0
18906	1
18907	1
18908	0
18909	1
18910	1
18911	1
18912	1
18913	1
18914	0
18915	1
18916	1
18917	1
18918	0
18919	1
18920	1
18921	1
18922	1
18923	1
18924	1
18925	1
18926	1
18927	1
18928	1
18929	0
18930	0
18931	1
18932	1
18933	1
18934	0
18935	0
18936	1
18937	1
18938	1
18939	0
18940	1
18941	1
18942	1
18943	0
18944	1
18945	1
18946	0
18947	1
18948	0
18949	1
18950	1
18951	0
18952	1
18953	0
18954	1
18955	1
18956	1
18957	0
18958	0
18959	0
18960	1
18961	1
18962	0
18963	1
18964	1
18965	1
18966	1
18967	1
18968	0
18969	1
18970	1
18971	0
18972	1
18973	1
18974	1
18975	0
18976	0
18977	0
18978	1
18979	1
18980	0
18981	0
18982	1
18983	0
18984	0
18985	0
18986	1
18987	1
18988	1
18989	1
18990	1
18991	0
18992	1
18993	1
18994	1
18995	1
18996	1
18997	1
18998	0
18999	0
19000	1
19001	1
19002	1
19003	0
19004	1
19005	0
19006	1
19007	0
19008	1
19009	1
19010	1
19011	1
19012	1
19013	1
19014	1
19015	1
19016	1
19017	1
19018	1
19019	1
19020	0
19021	0
19022	1
19023	1
19024	1
19025	0
19026	0
19027	0
19028	1
19029	1
19030	0
19031	0
19032	0
19033	1
19034	0
19035	1
19036	1
19037	0
19038	1
19039	1
19040	0
19041	0
19042	1
19043	0
19044	0
19045	1
19046	0
19047	0
19048	0
19049	0
19050	0
19051	0
19052	1
19053	0
19054	0
19055	1
19056	1
19057	1
19058	1
19059	1
19060	0
19061	0
19062	1
19063	0
19064	1
19065	1
19066	0
19067	0
19068	0
19069	1
19070	1
19071	0
19072	1
19073	0
19074	0
19075	1
19076	1
19077	1
19078	1
19079	1
19080	0
19081	1
19082	1
19083	0
19084	1
19085	0
19086	1
19087	0
19088	1
19089	1
19090	1
19091	1
19092	1
19093	1
19094	0
19095	0
19096	1
19097	1
19098	1
19099	0
19100	1
19101	1
19102	0
19103	1
19104	0
19105	0
19106	0
19107	1
19108	0
19109	1
19110	1
19111	1
19112	1
19113	1
19114	1
19115	0
19116	0
19117	1
19118	1
19119	0
19120	0
19121	1
19122	1
19123	1
19124	0
19125	1
19126	1
19127	0
19128	1
19129	1
19130	0
19131	1
19132	1
19133	1
19134	0
19135	0
19136	1
19137	0
19138	1
19139	1
19140	1
19141	1
19142	1
19143	0
19144	0
19145	1
19146	0
19147	1
19148	1
19149	0
19150	1
19151	0
19152	0
19153	0
19154	1
19155	0
19156	0
19157	1
19158	1
19159	0
19160	1
19161	1
19162	0
19163	1
19164	0
19165	1
19166	0
19167	0
19168	1
19169	1
19170	1
19171	1
19172	1
19173	1
19174	1
19175	1
19176	1
19177	0
19178	1
19179	1
19180	0
19181	1
19182	1
19183	1
19184	0
19185	1
19186	1
19187	1
19188	0
19189	1
19190	0
19191	0
19192	0
19193	0
19194	1
19195	1
19196	1
19197	1
19198	1
19199	1
19200	1
